SR,Drug Registration Number,Medicine Name,Strength,Unit of strength,Pharmaceutical form,Pack size,Active substance 1,Active substance 2,Active substance 3,Active substance 4,Retail Price,MAH name
3018,DRN-8261/13,Zahra,3,mg,Film Coated Tablets,21' ,Drospirenone,,,,2.980,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
3019,DRN-8262/13,Hydrocortisone,100,mg,Powder and solvent for solution for injection,2 ml,Hydrocortisone,,,,0.760,"Egyptian International Pharmaceutical Industries Co. (EIPICO), Egypt."
3020,DRN-8263/13,AFINITOR,10,MG,TABLET,30,EVEROLIMUS,,,,1935.620,"NOVARTIS PHARMA AG, SWITZERLAND."
3021,DRN-8264/13,Cefrax,100,mg/5mL,Suspension,60ml,Cefixime,,,,2.740,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
3022,DRN-8265/13,Cefproz,250,mg/5mL,Powder For Oral Susp,100ml' ,Cefprozil,,,,5.470,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
3023,DRN-8267/13,Aurasert,50,mg,Tablets,28' ,Sertraline HCl,,,,6.360,"Aurobindo Pharma Ltd, India."
3024,DRN-8270/13,Uniflox,250mg,mg,Film Coated Tablets,7' ,Levofloxacin,,,,3.560,"United Pharmaceutical Manufacturing Co. Ltd, Jordan."
3025,DRN-8271/13,Uniflox,500mg,mg,Film Coated Tablets,7' ,Levofloxacin,,,,10.120,"United Pharmaceutical Manufacturing Co. Ltd, Jordan."
3026,DRN-8275/13,Klar,250,mg,Tablets,1 x 10' PVC/PVDC-Al Foil Blister Pack,Clarithromycin,,,,1.710,"Aurobindo Pharma Ltd, India."
3027,DRN-8276/13,Klar,500,mg,Tablets,1 x 10' PVC/PVDC-Al Foil Blister Pack,Clarithromycin,,,,2.880,"Aurobindo Pharma Ltd, India."
3028,DRN-8280/13,Clobesol,0.05,% w/w,Cream,25g,Clobetasol Propionate,,,,0.580,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
3029,DRN-8281/13,Z Cil,500,mg,Injection,1' Vial,Ampicillin,,,,0.660,"Aurobindo Pharma Ltd, India."
3030,DRN-8282/13,Z Cil,1000,mg,Injection,1' Vial,Ampicillin,,,,0.870,"Aurobindo Pharma Ltd, India."
3031,DRN-8289/13,Amoxydar,1,g,Film Coated Tablets,10's,Amoxicillin,,,,2.650,"Dar Al Dawa Development and investment Co. Ltd, Jordan."
3032,DRN-8290/13,Ridon,2,mg,Film Coated Tablets,30' ,Risperidone,,,,13.300,"Tabuk Pharmaceutical Manufacturing Company, KSA."
3033,DRN-8291/13,Kemadrin,5,mg,Tablets,500' ,Procyclidine HCl,,,,11.450,"Aspen Pharma Trading Limited, Ireland."
3034,DRN-8292/13,Kiovig,1,g/10mL,solution for Infusion,1 Vial ,Human Normal Immunoglobulin,,,,28.480,"Baxter SA, Belgium."
3035,DRN-8293/13,Simponi ,50,mg/0.5mL,Injection,1' ,Golimumab,,,,515.820,"Cilag AG, Switzerland."
3036,DRN-8294/13,Simponi ,50,mg/0.5mL,Injection,1' ,Golimumab,,,,515.820,"Janssen Biologics BV, The Netherlands."
3037,DRN-8295/13,Zymaxid,0.5,%,Ophthalmic Solution,2.5ml,Gatifloxacin,,,,3.390,"Allergan Inc, USA."
3038,DRN-8296/13,Kiovig,2.5,g/25mL,solution for Infusion,1 Vial ,Human Normal Immunoglobulin,,,,71.190,"Baxter SA, Belgium."
3039,DRN-8297/13,Kiovig,5,g/50mL,solution for Infusion,1 Vial ,Human Normal Immunoglobulin,,,,142.370,"Baxter SA, Belgium."
3040,DRN-8298/13,Kiovig,10,g/100mL,solution for Infusion,1 Vial ,Human Normal Immunoglobulin,,,,288.090,"Baxter SA, Belgium."
3041,DRN-8299/13,Kiovig,20,g/200mL,solution for Infusion,1 Vial ,Human Normal Immunoglobulin,,,,583.280,"Baxter SA, Belgium."
3042,DRN-8300/13,Pradaxa,150,mg,Capsules,60' ,Dabigatran Etexilate Mesilate,,,,39.990,"Boehringer Ingelheim International GmbH, Germany."
3043,DRN-8301/13,Enbrel ,50,mg,Solution for injection,4' prefilled pens,Etanercept,,,,536.240,"Pfizer Limited, UK."
3044,DRN-8302/13,Advaquin,500,mg,Film Coated Tablets,5' s,Levofloxacin Hemihydrate,,,,4.180,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
3045,DRN-8303/13,Medacin T,10,mg/g,gel,30gm,Clindamycin phosphate,,,,1.640,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
3046,DRN-8304/13,Clofast-P,50,mg,Tablets,20' s,Diclofenac Potassium,,,,1.330,"Oman Pharmaceutical Products Co. LLC (Zynova), Oman."
3047,DRN-8305/13,Perjeta,420,mg,Concentrate for Solution for Infusion,1 Vial of 14ml,Pertuzumab,,,,1616.500,"Roche Diagnostics GmbH, Germany."
3048,DRN-8307/13,Nasacort AQ,55,mcg,Nasal Spray,120 Pulversation/spray,Triamcinolone Acetonide,,,,6.170,"Aventis Pharma Limited* * Trading as Sanofi Aventis, UK"
3049,DRN-8308/13,Gaviscon Double Action,,,Tablets,16's,Calcium Carbonate,Sodium Alginate,Sodium Bicarbonate,,0.870,"Reckitt Benckiser Healthcare (UK) Ltd, UK."
3050,DRN-8309/13,Gaviscon Double Action,,,Tablets,32's,Calcium Carbonate,Sodium Alginate,Sodium Bicarbonate,,1.520,"Reckitt Benckiser Healthcare (UK) Ltd, UK."
3051,DRN-8310/13,Levoflox,500,mg,Tablets,7,Levofloxacin,,,,6.140,"National Pharmaceutical Industries Co. ""SAOG"" (NPI), Oman."
3052,DRN-8311/13,Lorinase,5/120,mg,Tablets,28's,Loratadine ,Pseudoephedrine Sulfate,,,2.590,"Saudi Pharmaceutical Industries and Medical Appliances Co-operation (SPIMACO), KSA."
3053,DRN-8313/13,Champix,,,Film Coated Tablets,53's,Varenicline,,,,30.160,"Pfizer Limited, UK."
3054,DRN-8314/13,Paxitab,20,mg,Film Coated Tablets,30's,Paroxetine HCl,,,,5.340,"Tabuk Pharmaceutical Manufacturing Company, KSA."
3055,DRN-8315/13,Paxitab,40,mg,Film Coated Tablets,30's,Paroxetine HCl,,,,9.550,"Tabuk Pharmaceutical Manufacturing Company, KSA."
3056,DRN-8316/13,Kogenate FS,250,IU,Powder for IV injcetion,one vial + 2.5ml sterile water for injection,"Antihemophilic Factor (Recombinant)VIII, Formulated with Sucrose",,,,71.630,Bayer Health Care
3057,DRN-8317/13,Kogenate FS,500,IU,Powder for IV injcetion,one vial + 2.5ml sterile water for injection,"Antihemophilic Factor (Recombinant)VIII, Formulated with Sucrose",,,,142.320,Bayer Health Care
3058,DRN-8318/13,Kogenate FS,1000,IU,Powder for IV injcetion,one vial + 2.5ml sterile water for injection,"Antihemophilic Factor (Recombinant)VIII, Formulated with Sucrose",,,,281.630,Bayer Health Care
3059,DRN-8319/13,Predo,15,mg/5mL,Syrup,120ml,Prednisolone Sodium Phosphate,,,,4.130,"Jazeera Pharmaceuticals Industries, KSA."
3060,DRN-8320/13,Plasmex Solution for infusion,6,%,IV infusion,500ml,Hydroxyethyl Starch 6%,,,,4.070,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3061,DRN-8321/13,Plasmex Solution for infusion,6,%,IV infusion,500ml,Hydroxyethyl Starch 6%,,,,4.750,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3062,DRN-8322/13,Koact,625,mg,Film Coated Tablets,15's,Amoxicillin,Clavulanic Acid, ,,3.360,"Aurobindo Pharma Ltd, India."
3063,DRN-8323/13,Koact,165.25,mg/5mL,Suspension,100ml,Amoxicillin,Clavulanic Acid,,,1.720,"Aurobindo Pharma Ltd, India."
3064,DRN-8324/13,Koact,312.5,mg/5mL,Suspension,100ml,Amoxicillin,Clavulanic Acid,,,2.480,"Aurobindo Pharma Ltd, India."
3065,DRN-8328/13,Dextrose 5% and Sodium Chloride 0.9%,5,%,Solution for IV infusion,1000ml,Dextrose,Sodium Chloride,,,1.000,"Baxter Company Ltd, KSA."
3066,DRN-8329/13,Dextrose 5% and Sodium Chloride 0.9%,5,%,Solution for IV infusion,500 ml,Dextrose,Sodium Chloride,,,0.580,"Baxter Company Ltd, KSA."
3067,DRN-8330/13,Dextrose 5% and Sodium Chloride 0.9%,5,%,Solution for IV infusion,250 ml,Dextrose ,Sodium Chloride,,,0.580,"Baxter Company Ltd, KSA."
3068,DRN-8331/13,Dextrose 5% and Sodium Chloride 0.2%,5,%,Solution for IV infusion,250 ml,Dextrose ,Sodium Chloride,,,0.520,"Baxter Company Ltd, KSA."
3069,DRN-8332/13,Dextrose 5% and Sodium Chloride 0.2%,5,%,Solution for IV infusion,500ml,Dextrose,Sodium Chloride,,,0.520,"Baxter Company Ltd, KSA."
3070,DRN-8333/13,Dextrose 10%,10,%,Solution for IV infusion,250ml,Dextrose,,,,0.580,"Baxter Company Ltd, KSA."
3071,DRN-8334/13,Dextrose 10%,10,%,Solution for IV infusion,500ml,Dextrose,,,,0.580,"Baxter Company Ltd, KSA."
3072,DRN-8335/13,Dextrose 10%,10,%,Solution for IV infusion,1000ml,Dextrose ,,,,1.000,"Baxter Company Ltd, KSA."
3073,DRN-8336/13, Sodium Chloride 0.45%,0.45,%,Solution for IV infusion,1000ml,Sodium Chloride ,,,,0.840,"Baxter Company Ltd, KSA."
3074,DRN-8337/13,Visanne ,2,mg,Tablets,28's,Dienogest,,,,24.580,"Bayer Vital GmbH, Germany."
3075,DRN-8338/13,Temodal (Sachets),5,mg,Hard Capsules,5's,Temozolomide,,,,13.490,"Merck Sharp & Dohme Limited, UK."
3076,DRN-8339/13,Temodal (Sachets),20,mg,Hard Capsules,5's,Temozolomide,,,,49.010,"Merck Sharp & Dohme Limited, UK."
3077,DRN-8340/13,Temodal (Sachets),100,mg,Hard Capsules,5's,Temozolomide,,,,240.350,"Merck Sharp & Dohme Limited, UK."
3078,DRN-8341/13,Temodal (Sachets),140,mg,Hard Capsules,5's,Temozolomide,,,,337.900,"Merck Sharp & Dohme Limited, UK."
3079,DRN-8342/13,Temodal (Sachets),180,mg,Hard Capsules,5's,Temozolomide,,,,432.630,"Merck Sharp & Dohme Limited, UK."
3080,DRN-8343/13,Temodal (Sachets),250,mg,Hard Capsules,5's,Temozolomide,,,,589.090,"Merck Sharp & Dohme Limited, UK."
3081,DRN-8344/13,Tobi Podahaler,28,mg,Capsules for Inhalation,224 Capsule+5 Inhalers,Tobramycin,,,,1234.930,"Novartis Pharma AG, Switzerland."
3082,DRN-862/91,Hirudoid,300,mg/100g,Gel,40g,Chondroitin Polysulfate (Mucopolysaccharide Polysulfate),,,,1.910,"Daiichi Sankyo Europe GmbH, Germany."
3083,DRN-863/91,Reparil N,1,%,Gel,40g,Aescin,Diethylamine Salicylate,,,1.810,"MEDA Pharma GmbH & Co. KG, Germany."
3084,DRN-865/91,Olfen 100 SR,100,mg,Depocaps,10' ,Diclofenac Sodium,,,,2.610,"Acino Pharma AG, Switzerland."
3085,DRN-867/91,Erythrodar,200,mg/5mL,Suspension,100ml,Erythromycin Ethylsuccinate,,,,1.790,"Dar Al Dawa Development and investment Co. Ltd, Jordan."
3086,DRN-875/91,Rocephin,250,mg,Injection,1 V + 1 Ampoule Solvent,Ceftriaxone Sodium,,,,2.390,"Roche Pharma (Schweiz) AG, Switzerland."
3087,DRN-877/91,Rocephin,500,mg,Injection,1 V. + 1 Ampoule Solvent,Ceftriaxone Sodium,,,,4.350,"Roche Pharma (Schweiz) AG, Switzerland."
3088,DRN-878/91,Rocephin,500,mg,Injection,1 V. + 1 Ampoule Solvent,Ceftriaxone Sodium,,,,7.620,"Roche Pharma (Schweiz) AG, Switzerland."
3089,DRN-892/91,Julphacef,250,mg,Capsules,20' ,Cephradine,,,,3.110,"Gulf Pharmaceutical Industries (Julphar), UAE."
3090,DRN-893/91,Julphacef,500,mg,Capsules,20' ,Cefradine,,,,4.210,"Gulf Pharmaceutical Industries (Julphar), UAE."
3091,DRN-894/91,Julphacef,125,mg/5mL,Powder For Oral Susp,100ml,Cephradine,,,,2.340,"Gulf Pharmaceutical Industries (Julphar), UAE."
3092,DRN-895/91,Julphacef,250,mg/5mL,Powder For Oral Susp,100ml,Cephradine,,,,3.510,"Gulf Pharmaceutical Industries (Julphar), UAE."
3093,DRN-900/91,Fortum,1,g/3mL,Powder for Injection,1 Vial,Ceftazidime (For Pentahydrate),,,,4.110,"GlaxoSmithKline Manufacturing SpA (Verona), Italy."
3094,DRN-908/91,Nizoral,2,%,Shampoo,100ml,Ketoconazole,,,,2.930,"Johnson & Johnson NV, Belgium."
3095,DRN-912/91,Chlorohistol,2,mg/5mL,Syrup,100ml,Chlorpheniramine Maleate,,,,0.710,"Gulf Pharmaceutical Industries (Julphar), UAE."
3096,DRN-939/91,Inhibace,2.5,mg,Film Coated Tablets,28' ,Cilazapril,,,,5.310,"F. Hoffmann La Roche Ltd, Switzerland."
3097,DRN-968/91,Augmentin,600,mg,Injection,10 Vials,Amoxicillin,Clavulanic Acid,,,10.920,"Beecham Group PLC, UK."
3098,DRN-970/91,Augmentin,375,mg,Film Coated Tablets,20' ,Amoxicillin,Clavulanic Acid,,,4.520,"Beecham Group PLC, UK."
3099,DRN-971/91,Augmentin,156.25,mg/5mL,Suspension,100ml,Amoxicillin,Clavulanic Acid,,,2.140,"Beecham Group PLC, UK."
3100,DRN-979/91,Zoladex Depot,3.6,mg,Injection,1,Goserelin Acetate,,,,59.140,"AstraZeneca UK Limited, UK."
3101,DRN-8346/14,Ephedrine HCl Injection,30,mg/mL,Solution for Injection,1mlx10,Ephedrine HCl,,,,3.350,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3102,DRN-8347/14,Methadone Martindale Pharma,2,mg/mL,Oral Solution,500mlx12,Methadone,,,,55.390,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3103,DRN-8348/14,Glycopyrronium Bromide,200,mcg/mL,Solution for Injection,1mlx10,Glycopyrronium Bromide,,,,3.100,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3104,DRN-8349/14,Magnesium Sulphate Injection BP 50 %,50,% w/v,Solution for Injection,10x2ml,Magnesium Sulphate,,,,2.710,"Aurum Pharmaceuticals Limited, UK."
3105,DRN-8350/14,Dilute adrenaline (Epinephrine) Injection,0.018,% w/v,Solution for Injection,10mlx10Ampoules,Adrenaline Acid Tartarate,,,,8.050,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3106,DRN-8351/14,Morphine Sulphate Injection,10,mg/mL,Solution for Injection,10x1ml,Morphine Sulphate,,,,1.870,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3107,DRN-8352/14,Acetylcystein  200mg/ml Injection,200,mg/mL,Solution for Infusion,10x10ml,Acetylcysteine,,,,9.820,"Aurum Pharmaceuticals Limited, UK."
3108,DRN-8196/12,Temodal,2.5,mg/mL,Powder for Solution for Infusion,1vial,Temozolomide,,,,171.540,"Merck Sharp & Dohme Limited, UK."
3109,DRN-8353/14,Ringers Lact. Solu. For IV Inf. In Viaflex,,g/L,IV Infusion,250 ml,Sodium Chloride ,Potassium Chloride,Calcium Chloride ,Sodium Lactate ,0.540,"Baxter Company Ltd, KSA."
3110,DRN-8354/14,Ringers Lact. Solu. For IV Inf. In Viaflex,,g/L,IV Infusion,500ml,Sodium Chloride ,Potassium Chloride,Calcium Chloride ,Sodium Lactate ,0.620,"Baxter Company Ltd, KSA."
3111,DRN-8355/14,Ringers Lact. Solu. For IV Inf. In Viaflex,,g/L,IV Infusion,1000ml,Sodium Chloride ,Potassium Chloride,Calcium Chloride ,Sodium Lactate,1.200,"Baxter Company Ltd, KSA."
3112,DRN-8356/14,Sodium Chloride 0.45% Solution for Infusion in Viaflex,0.45,% w/v,IV Infusion,500 ml,Sodium Chloride ,,,,0.700,"Baxter Company Ltd, KSA."
3113,DRN-8357/14,Sodium Chloride 0.9% Solution for Infusion in Viaflex,0.9,% w/v,IV Infusion,1000ml,Sodium Chloride ,,,,1.000,"Baxter Company Ltd, KSA."
3114,DRN-8358/14,Sodium Chloride 0.9% Solution for Infusion in Viaflex,0.9,% w/v,IV Infusion,500ml,Sodium Chloride ,,,,0.580,"Baxter Company Ltd, KSA."
3115,DRN-8359/14,Sodium Chloride 0.9% Solution for Infusion in Viaflex,0.9,% w/v,IV Infusion,250ml,Sodium Chloride ,,,,0.580,"Baxter Company Ltd, KSA."
3116,DRN-8360/14,Compound Sodium Lactate Infusion,,,IV Infusion Solution,500 ml,Sodium Chloride ,Potassium Chloride,Calcium Chloride 2H2O,Sodium Lactate ,0.560,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3117,DRN-8361/14,15% Potassium Chloride for Injection USP,15,% w/v,IV Infusion solution,10 ml,Potassium Chloride,,,,0.115,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3118,DRN-8362/14,Sodium Chloride 0.9% IV Infusion,0.9,% w/v,IV Infusion solution,100ml ,Sodium Chloride,,,,0.410,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3119,DRN-8363/14,Aroxicam 7.5,7.5,mg,Tablets,30's,Meloxicam,,,,1.650,"Aurobindo Pharma Ltd, India."
3120,DRN-8364/14,Aroxicam 15,15,mg,Tablets,30's,Meloxicam,,,,2.240,"Aurobindo Pharma Ltd, India."
3121,DRN-8365/14,Resicalm 2 ,2,mg,Film Coated Tablets,30's,Risperidone ,,,,2.800,"Aurobindo Pharma Ltd, India."
3122,DRN-8366/14,Kardam 5,5,mg,Tablets,20,Amlodipine Besylate,,,,0.840,"Aurobindo Pharma Ltd, India."
3123,DRN-8367/14,Kardam 10,10,mg,Tablets,20,Amlodipine Besylate,,,,1.230,"Aurobindo Pharma Ltd, India."
3124,DRN-8368/14,Koact 1000 ,1,g,Film Coated Tablets,3x5',Amoxicillin,Clavulanic Acid,,,4.450,"Aurobindo Pharma Ltd, India."
3125,DRN-8369/14,Clarazole Cream,2,%,cream,30 gm,Ketoconazole,,,,1.290,"Medpharma Pharmaceutical & Chemical Industries LLC, UAE."
3126,DRN-8133/11,Aloxi,0.25,mg/5mL,Solution for Injection,1 vial-5ml,Palonosetron HCl,,,,22.230,"Helsinn Birex Pharmaceuticals Ltd, Ireland."
3127,DRN-151/90,Dalacin T,1,%,Topical Solution,30ml,Clindamycin phosphate,,,,1.920,"Pharmacia & Upjohn Company, USA."
3128,DRN-152/90,Dalacin T,1,%,Topical Solution,60ml,Clindamycin phosphate,,,,3.850,"Pfizer Inc, USA."
3129,DRN-5557/01,Lidocaine HCl,2,%,IV Injection,20ml ,Lidocaine HCl,,,,0.410,"Hospira Inc, USA."
3130,DRN-8116/11,Rotarix,,,Oral Suspension,Monodose 1.5ml Prefilled Squeezable tube,"Human Rotavirus, Live Attenuated Rix4414 Strain NLT 106.0 CCID50/1.5mL",,,,19.570,"GlaxoSmithKline Biologics SA, Belgium."
3131,DRN-7645/09,Structovial,10,mg/mL,Solution for intra articular use ,2mlx 1PFS,Sodium Hyaluronate,,,,14.750,"Pierre Fabre Medicament Laboratories, France."
3132,DRN-8077/11,Tasigna,150,mg,Capsules,28',Nilotinib HCl Monohydrate,,,,449.330,"Novartis Pharma AG, Switzerland."
3133,DRN-8370/14,Allerfin,10,mg/mL,Injection,5 Amp of 1ml,Chlorpheniramine Maleate,,,,0.740,"The Arab Pharmaceutical Manufacturing Co. (APM), Jordan."
3134,DRN-8371/14,Dextrose 5% & Sodium Chloride 0.2% IV Infusion in Viaflex,5/0.2,% w/v,IV Infusion,1000 ml,Dextrose Monohydrate ,Sodium Chloride,,,1.080,"Baxter Company Ltd, KSA."
3135,DRN-8372/14,Dextrose 5%& Sodium chloride 0.45% IV Solution in Viaflex,5/0.45,% w/v,IV Infusion,250 ml,Dextrose ,Sodium Chloride,,,0.580,"Baxter Company Ltd, KSA."
3136,DRN-8373/14,Dextrose 5%& Sodium chloride 0.45% IV Solution in Viaflex,5/0.45,% w/v,IV Infusion,500ml,Dextrose ,Sodium Chloride,,,0.580,"Baxter Company Ltd, KSA."
3137,DRN-8374/14,Dextrose 5%& Sodium chloride 0.45% IV Solution in Viaflex,5/0.45,% w/v,IV Infusion,1000ml,Dextrose ,Sodium Chloride,,,1.160,"Baxter Company Ltd, KSA."
3138,DRN-8375/14,Reducar,10,mg,Soft Gelatin Capsules,30',Isotretinoin,,,,6.430,"GAP SA, Greece."
3139,DRN-8376/14,Reducar,20,mg,Soft Gelatin Capsules,30',Isotretinoin,,,,11.320,"GAP SA, Greece."
3140,DRN-8377/14,Ebastel ,20,mg,Film Coated Tablets,20',Ebastine,,,,3.670,"Almiral SA, Spain."
3141,DRN-8378/14,Pethidine Injection BP ,100,mg/2mL,Solution for Injection,10x2ml,Pethidine HCl ,,,,2.280,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3142,DRN-8379/14,Fentanyl  ,50,mcg/mL,Solution for Injection,10x2ml Ampoule,Fentanyl Citrate,,,,2.320,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3143,DRN-8380/14,Fentanyl 50mcg/ml Solution for Injection ,50,mcg/mL,Solution for Injection,10x10ml Ampoule,Fentanyl Citrate,,,,6.210,"Macarthys Laboratories Limited (T/A Martindale Pharmaceuticals), UK."
3144,DRN-8381/14,0.9% w/v Sodium Chloride Infusion,0.9,% w/v,IV Solution,500 ml,Sodium Chloride,,,,0.510,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3145,DRN-8382/14,Water for Injection,,,Sterile water,10ml,Sterile Water,,,,0.070,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3146,DRN-8383/14,Metronidazole Infusion,500,mg/100mL, IV Infusion Solution,100 ml,Metronidazole ,,,,0.670,"Pharmaceutical Solution Industry Ltd (PSI), KSA."
3147,DRN-4489/98,Betadine,200,mg,Vaginal Pessaries,14',Povidone Iodine,,,,2.435,"Mundipharma Pharmaceuticals Ltd, Cyprus."
3148,DRN-0060/89,Mixtard HM,100,IU/mL,Suspension for Injection,1's (10ml),Human Insulin (rDNA),,,,5.990,"Novo Nordisk A/S, Denmark."
3149,DRN-615/91,Claritine,10,mg,Tablets,10',Loratadine,,,,1.790,"Bayer Consumer Care AG, Switzerland."
3150,DRN-1330/92,Betnovate,,,Cream,30gm,Betamethasone Valerate,,,,0.990,"Glaxo Wellcome UK Limited, UK"
3151,DRN-1628/92,Zofran,8,mg,Film Coated Tablets,100's,Ondansetron HCl Dihydrate,,,,672.630,"Glaxo Wellcome GmbH & Co. KG, Germany."
3152,DRN-2162/93,Vermox,100,mg,Tablets,240',Mebendazole,,,,24.230,"Janssen-Cilag NV, Belgium."
3153,DRN-2521/93,Lanoxin,0.5,mg/2mL,Solution for Injection,5 Ampoules,Digoxin,,,,1.445,"Aspen Pharma Trading Limited, Ireland."
3154,DRN-2947/93,ZINNAT,125,MG/5ML,ORAL SUSPENSION,50ML,CEFUROXIME AXETIL,,,,2.890,"GLAXOWELLCOME UK LIMITED, UK."
3155,DRN-3503/94,Mixtard 30 Penfill ,100,IU/mL,Suspension for injection ,5x3ml  ,Insulin Human (rDNA) ,,,,10.380,"Novo Nordisk A/S, Denmark."
3156,DRN-4914/99,Tramundin Retard,100,mg,Tablets,10',Tramadol HCl,,,,1.890,"Mundiphama Research GmbH & Co. KG, Germany."
3157,DRN-4944/99,Tramundin Retard,150,mg,Tablets,10',Tramadol HCl,,,,3.105,"Mundiphama Research GmbH & Co. KG, Germany."
3158,DRN-4945/99,Tramundin Retard,150,mg,Tablets,30',Tramadol HCl,,,,8.570,"Mundiphama Research GmbH & Co. KG, Germany."
3159,DRN-4961/99,Tramundin Retard,100,mg,Tablets,30',Tramadol HCl,,,,5.460,"Mundiphama Research GmbH & Co. KG, Germany."
3160,DRN-5109/99,Zofran Melt,4,mg,Tablets,10',Ondansetron,,,,21.750,"Novartis Pharma AG, Switzerland."
3161,DRN-6552/04,D-GAM,1500,IU,Solution for Injection,1's,Human anti-D immunoglobulin,,,,42.410,"Bio Products Laboratory Limited, UK."
3162,DRN-6810/05,Chirocaine,7.5,mg/mL,Injectable Solution,10's,Levobupivacaine HCl,,,,18.240,"Abbvie Srl, Italy."
3163,DRN-7915/11,Elonva,100,mcg/0.5mL,Solution for Injection for S.C,1' 0.5ml prefilled syringe + 1 needle,Corifollitropin Alfa,,,,264.100,"Merck Sharp & Dohme Limited, UK."
3164,DRN-7916/11,Elonva,150,mcg/0.5mL,Solution for Injection for S.C,1' 0.5ml prefilled syringe + 1 needle,Corifollitropin Alfa,,,,277.860,"Merck Sharp & Dohme Limited, UK."
3165,DRN-7514/08,Remeron SolTab,30,mg,Tablets,30',Mirtazapine,,,,18.620,"N.V. Organon, The Netherlands."
3166,DRN-7927/11,NovoSeven,5,mg (250KIU),Powder & Solvent for Solution for Injection,1 solvent + 1 powder,Eptacog Alfa(activated),,,,1761.260,"Novo Nordisk A/S, Denmark."
3167,DRN-5568/01,Panadol Night,500/25,mg,Caplets,24',Paracetamol,Diphenhydramine HCl ,,,1.310,"GlaxoSmithKline Consumer Healthcare Australia Pty Ltd, Australia."
3168,DRN-57/89,Roaccutane,10,mg,Capsules,30',Isotretinoin,,,,9.790,"F. Hoffmann La Roche Ltd, Switzerland."
3169,DRN-7745/10,Prevenar 13,,,Suspension For Injection,1' Pre-filled syringe (0.5ml) with sepeate needle,"Pneumococcal Polysacchride Conjugate Vaccine (13-Valent, adsorbed)",,,,28.520,"Pfizer Limited, UK."
3170,DRN-8345/13,Dormicum,15,mg/3mL,SOLUTION FOR INJECTION,5' x 3ml Ampoules,Midazolam,,,,5.350,"F. Hoffmann La Roche Ltd, Switzerland."
3171,DRN-5440/01,I-Profen,100,mg/5mL,Suspension,100ml,Ibuprofen,,,,1.060,"Kuwait Saudi Pharmaceutical Industries Co. (KSPICO), Kuwait."
3172,DRN-8386/14,Adancor ,10,mg,Tablets,30,Nicorandil,,,,3.150,"Merck Sante SAS, France."
3173,DRN-8387/14,Adancor ,20,mg,Tablets,30,Nicorandil,,,,5.600,"Merck Sante SAS, France."
3174,DRN-8388/14,Clove Oil BP,100,% v/v,Oil,10ml,Clove oil,,,,0.630,"LCM Limited, UK."
3175,DRN-6978/06,Panadol Cold & Flu Day,500/25/5,mg,Tablets,24',Paracetamol,Caffeine,Phenylephrine HCl,,1.120,"GlaxoSmithKline Consumer Healthcare (Ireland) Limited, Ireland."
3176,DRN-8068/11,Panadol Cold & Flu All in One,250/5/100,mg,Film Coated Tablets,24',Paracetamol,Phenylephrine HCl,Guaifenesin ,,1.390,"GLAXOSMITHKLINE CONSUMER HEALTHCARE (UK) TRADING LIMITED, UK."
3177,DRN-3381/94,Nimotop,10,mg/50mL,IV Infusion Solution,5 bottles x 50ml,Nimodipin,,,,5.470,"Bayer AG, Germany."
3178,DRN-3380/94,Nimotop,30,mg,Film Coated Tablets,30',Nimodipin,,,,6.190,"Bayer AG, Germany."
3179,DRN-7318/07,Panadol Cold &Flu Hot lemon & honey,,,Powder for oral solution,10',Paracetamol,Ascorbic Acid ,Phenylephrine HCl,,1.530,"Smithkline Beecham SA, Spain."
3180,DRN-8389/14,Pentasa,1,g,Controlled Release Tablets,60,Mesalazine,,,,23.650,"Ferring GmbH, Germany."
3181,DRN-8390/14,Amlocor,5,mg,Tablets,30',Amlodipine Besylate,,,,1.130,"Torrent Pharmaceuticals Ltd, India."
3182,DRN-8391/14,Humalog Mix 25 Kwik-Pen,100,U/ mL, Suspension for Injection,3mlx5,Insulin Lispro,,,,20.280,"Eli Lilly Nederland BV, The Netherlands."
